Tibia_Femur_L5,Tibia_Femur_L3,Tibia_Femur_L1,Tibia_BG_L5,Tibia_BG_L3,Tibia_BG_L1,Femur_BG_L5,Femur_BG_L3,Femur_BG_L1
1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002
